,retail,period,area,kod_retail,group,kod_sku,weight,brand,quantity,purchase_price,sales_price,total_purchase,total_sales,profit
174,1,3,samara region,1157,вафли,3556408,220,5,51,35.89588235,51.97803922,1830.68999985,2650.88000022,820.19000037
175,1,3,samara region,1157,вафли,3743049,40,5,327,10.98394495,13.39385321,3591.7499986499997,4379.78999967,788.0400010200001
176,1,3,samara region,1157,вафли,4196107,22,8,50,21.66,39.4886,1083.0,1974.4299999999998,891.4299999999998
177,1,3,samara region,1157,вафли,4197863,200,10,67,16.76462687,29.85477612,1123.2300002900001,2000.27000004,877.0399997499999
178,1,3,samara region,1158,вафли мягкие,3335226,150,17,109,22.06853211,40.2753211,2405.46999999,4390.0099999,1984.5399999100005
179,1,3,samara region,1158,вафли мягкие,3335231,140,17,48,18.59,39.41104167,892.3199999999999,1891.7300001600001,999.4100001600002
180,1,3,samara region,1158,вафли мягкие,3335240,100,17,70,17.58914286,34.09014286,1231.2400002,2386.3100002,1155.0700000000002
181,1,3,samara region,1158,вафли мягкие,3774087,620,11,73,100.5264384,171.550411,7338.4300032,12523.180003,5184.749999799999
182,1,3,samara region,1158,вафли мягкие,3802674,130,Q094,50,25.8474,24.8378,1292.3700000000001,1241.89,-50.48000000000002
183,1,3,samara region,1158,вафли мягкие,4073878,50,R01F,65,8.001230769,18.02507692,520.079999985,1171.6299998,651.549999815
184,1,3,samara region,1158,вафли,125299,220,5,82,30.73585366,52.50012195,2520.34000012,4305.0099999,1784.6699997800006
185,1,3,samara region,1158,вафли,181770,43,6,238,36.23911765,47.47995798,8624.9100007,11300.22999924,2675.3199985400006
186,1,3,samara region,1158,вафли,3264878,290,13,85,36.25341176,51.76611765,3081.5399996,4400.12000025,1318.5800006499999
187,1,3,samara region,1158,вафли,3460845,50,10,92,11.20956522,19.46717391,1031.28000024,1790.97999972,759.6999994800001
188,1,3,samara region,1158,вафли,3774152,39,6,100,36.5827,50.681000000000004,3658.2700000000004,5068.1,1409.83
189,1,3,samara region,1158,вафли,4164637,180,2,195,34.13082051,42.11892308,6655.50999945,8213.1900006,1557.68000115
190,1,3,samara region,1158,вафли,4164638,180,2,82,35.09512195,41.90073171,2877.7999999,3435.86000022,558.0600003200002
191,1,3,samara region,1158,вафли,4219438,160,,44,35.10568182,50.6325,1544.6500000800002,2227.83,683.1799999199998
192,1,3,samara region,1158,вафли,4247168,30,,166,18.91096386,29.97927711,3139.22000076,4976.56000026,1837.3399995000004
